Waterbody,Species,Date,Sample.code,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
Montana Creek,Dolly Varden, 2021-08-12,28,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,11,461.8110654
Montana Creek,Dolly Varden, 2021-08-12,28,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,13,2,15.81629451
Montana Creek,Dolly Varden, 2021-08-12,28,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,8,1,1.093644468
Montana Creek,Dolly Varden, 2021-08-12,28,Leuctridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Leuctridae,stoneflies,7,1,0.555878148
Montana Creek,Dolly Varden, 2021-08-12,32,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,27,1133.536251
Montana Creek,Dolly Varden, 2021-08-12,32,Chilopoda,U,non-insect,Terrestrial,Arthropoda: Chilopoda,miscellaneous non-insect,x,centipedes,15,1,5.549736645
Montana Creek,Dolly Varden, 2021-08-12,32,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,10,2,3.899419867
Montana Creek,Dolly Varden, 2021-08-12,32,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,1,0.353688957
Montana Creek,Dolly Varden, 2021-08-12,34,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,24,1007.587779
Montana Creek,Dolly Varden, 2021-08-12,34,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,17,2,11.54148129
Montana Creek,Dolly Varden, 2021-08-12,34,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,30,1,0.939158588
Montana Creek,Dolly Varden, 2021-08-12,34,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-08-12,34,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,12,3,9.381015803
Montana Creek,Dolly Varden, 2021-08-12,34,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,8,2,2.187288937
Montana Creek,Dolly Varden, 2021-08-12,35,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,6,251.8969447
Montana Creek,Dolly Varden, 2021-08-12,35,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,10,8,15.59767947
Montana Creek,Dolly Varden, 2021-08-12,35,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3.5,1,0.178198468
Montana Creek,Dolly Varden, 2021-08-12,35,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,40,1,1.161966478
Montana Creek,Dolly Varden, 2021-08-12,35,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-08-12,37,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,72,3022.763337
Montana Creek,Dolly Varden, 2021-08-12,37,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,1.5,1,0.009274023
Montana Creek,Dolly Varden, 2021-08-12,37,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Dolly Varden, 2021-08-12,37,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,8,1,1.093644468
Montana Creek,Dolly Varden, 2021-08-12,37,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,10,1,1.949709933
Montana Creek,Dolly Varden, 2021-08-12,39,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,28,1175.519075
Montana Creek,Dolly Varden, 2021-08-12,39,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,2,1.817260317
Montana Creek,Dolly Varden, 2021-08-12,39,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,8,10,10.93644468
Montana Creek,Dolly Varden, 2021-08-12,39,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,10,6,11.6982596
Montana Creek,Dolly Varden, 2021-08-12,41,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,11,461.8110654
Montana Creek,Dolly Varden, 2021-08-12,41,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,4,1.140928256
Montana Creek,Dolly Varden, 2021-08-12,41,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Dolly Varden, 2021-08-12,41,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,4,3.634520634
Montana Creek,Dolly Varden, 2021-08-12,41,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,8,1,3.315382034
Montana Creek,Dolly Varden, 2021-08-12,41,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,7,1,0.875046624
Montana Creek,Dolly Varden, 2021-08-12,41,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,10,23,44.84332847
Montana Creek,Dolly Varden, 2021-08-12,41,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,5,1,0.521083892
Montana Creek,Dolly Varden, 2021-08-12,48,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-08-12,48,Pisces,U,Vertebrata,Marine.pisces,Vertebrata,x,x,fish larvae,25,1,32.20205847
Montana Creek,Dolly Varden, 2021-08-12,51,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,70,1,1.758092638
Montana Creek,Dolly Varden, 2021-08-12,51,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,13,1,7.400411062
Montana Creek,Dolly Varden, 2021-08-12,51,Limnephilidae,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,17,1,16.25424036
Montana Creek,Dolly Varden, 2021-08-12,28,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,5,3,76.01381425
Montana Creek,Dolly Varden, 2021-08-14,21,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,15,1,11.25992905
Montana Creek,Dolly Varden, 2021-08-14,21,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-08-14,21,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,12,1,5.657220037
Montana Creek,Dolly Varden, 2021-08-14,21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-08-14,21,Ephemerellidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,7,1,1.880700239
Montana Creek,Dolly Varden, 2021-08-14,21,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-08-14,21,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,10,9,17.5473894
Montana Creek,Dolly Varden, 2021-08-14,49,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,5,209.9141206
Montana Creek,Dolly Varden, 2021-08-14,49,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-08-14,49,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,12,1,10.29723709
Montana Creek,Dolly Varden, 2021-08-14,49,Dolophilodes,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Philopotamidae,caddisflies,9,1,1.244723662
Montana Creek,Dolly Varden, 2021-08-14,49,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,7,1,0.375917171
Montana Creek,Dolly Varden, 2021-08-14,49,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,8,2,6.630764067
Montana Creek,Dolly Varden, 2021-08-14,49,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,3,4.503742519
Montana Creek,Dolly Varden, 2021-08-14,49,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,4,9.180868121
Montana Creek,Dolly Varden, 2021-08-14,49,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,3,0.374214604
Montana Creek,Dolly Varden, 2021-08-14,49,Leuctridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Leuctridae,stoneflies,4,1,0.121383358
Montana Creek,Dolly Varden, 2021-08-14,49,Hydropsychidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,9,1,2.850174264
Montana Creek,Dolly Varden, 2021-08-14,49,Hydropsychidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,12,1,6.613664462
Montana Creek,Dolly Varden, 2021-08-14,49,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3.5,1,0.178198468
Montana Creek,Dolly Varden, 2021-08-14,49,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,8,2,5.063781428
Montana Creek,Dolly Varden, 2021-08-14,49,Drunella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,10,1,5.479659856
Montana Creek,Dolly Varden, 2021-08-14,49,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,11,3,7.487549496
Montana Creek,Dolly Varden, 2021-08-14,49,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,8,1,1.093644468
Montana Creek,Dolly Varden, 2021-08-14,52,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,6,251.8969447
Montana Creek,Dolly Varden, 2021-08-14,52,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,7,1,0.773782718
Montana Creek,Dolly Varden, 2021-08-14,52,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,9,1,1.483926349
Montana Creek,Dolly Varden, 2021-08-14,52,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,10,1,1.949709933
Montana Creek,Dolly Varden, 2021-08-14,52,Brachycera,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,11,2,3.945767313
Montana Creek,Dolly Varden, 2021-08-14,52,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,2,3.002495013
Montana Creek,Dolly Varden, 2021-08-14,52,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-08-14,52,Dolophilodes,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Philopotamidae,caddisflies,8,1,0.926038327
Montana Creek,Dolly Varden, 2021-08-14,52,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-08-14,52,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6,1,0.578378468
Montana Creek,Dolly Varden, 2021-08-14,62,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,38,1595.347317
Montana Creek,Dolly Varden, 2021-08-14,62,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,13,11.81219206
Montana Creek,Dolly Varden, 2021-08-14,62,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,11,1,2.495849832
Montana Creek,Dolly Varden, 2021-08-14,62,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,17,8.354989203
Montana Creek,Dolly Varden, 2021-08-14,62,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Dolly Varden, 2021-08-14,62,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,5,1.42616032
Montana Creek,Dolly Varden, 2021-08-18,4,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,6,251.8969447
Montana Creek,Dolly Varden, 2021-08-18,5,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,14,587.7595377
Montana Creek,Dolly Varden, 2021-08-18,5,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Dolly Varden, 2021-08-18,5,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.501247506
Montana Creek,Dolly Varden, 2021-08-18,5,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,1,0.0024
Montana Creek,Dolly Varden, 2021-08-18,10,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,4,167.9312965
Montana Creek,Dolly Varden, 2021-08-18,10,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3.5,1,0.047763768
Montana Creek,Dolly Varden, 2021-08-18,11,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,8,335.862593
Montana Creek,Dolly Varden, 2021-08-18,11,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,9,1,2.583865792
Montana Creek,Dolly Varden, 2021-08-18,20,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,20,839.6564825
Montana Creek,Dolly Varden, 2021-08-18,20,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,60,1,1.568559982
Montana Creek,Dolly Varden, 2021-08-18,21,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,11,461.8110654
Montana Creek,Dolly Varden, 2021-08-18,26,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,4,167.9312965
Montana Creek,Dolly Varden, 2021-08-18,26,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,11,1,4.463412558
Montana Creek,Dolly Varden, 2021-08-18,26,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,2,4.590434061
Montana Creek,Dolly Varden, 2021-08-18,26,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Dolly Varden, 2021-08-18,38,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,33,1385.433196
Montana Creek,Dolly Varden, 2021-08-18,53,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,2,83.96564825
Montana Creek,Dolly Varden, 2021-08-18,53,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,12,1,3.127005268
Montana Creek,Dolly Varden, 2021-08-25,11,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,30,1,82.84026423
Montana Creek,Dolly Varden, 2021-08-25,37,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,1,41.98282412
Montana Creek,Dolly Varden, 2021-08-28,4,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,7,1,0.773782718
Montana Creek,Dolly Varden, 2021-08-28,4,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,11,2,4.991699664
Montana Creek,Dolly Varden, 2021-08-28,4,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-08-28,6,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,4,167.9312965
Montana Creek,Dolly Varden, 2021-08-28,6,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,43,1,227.7302708
Montana Creek,Dolly Varden, 2021-08-28,6,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,4,1,0.181512878
Montana Creek,Dolly Varden, 2021-08-28,6,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,6,2,1.037982161
Montana Creek,Dolly Varden, 2021-08-28,6,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,8,2,2.187288937
Montana Creek,Dolly Varden, 2021-08-28,6,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,7,1,1.303048011
Montana Creek,Dolly Varden, 2021-08-28,6,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,30,1,0.939158588
Montana Creek,Dolly Varden, 2021-08-28,6,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,15,1,4.125709674
Montana Creek,Dolly Varden, 2021-08-28,6,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-08-28,8,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,4,167.9312965
Montana Creek,Dolly Varden, 2021-08-28,8,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,5,1,0.249406064
Montana Creek,Dolly Varden, 2021-08-28,8,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,8,2,2.187288937
Montana Creek,Dolly Varden, 2021-08-28,8,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,6,2,1.037982161
Montana Creek,Dolly Varden, 2021-08-28,8,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,16,1,6.589384946
Montana Creek,Dolly Varden, 2021-08-28,9,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,10,419.8282412
Montana Creek,Dolly Varden, 2021-08-28,9,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,15,1,0.562311205
Montana Creek,Dolly Varden, 2021-08-28,9,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,15,1,0.562311205
Montana Creek,Dolly Varden, 2021-08-28,9,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,60,1,1.568559982
Montana Creek,Dolly Varden, 2021-08-28,9,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,40,1,1.161966478
Montana Creek,Dolly Varden, 2021-08-28,9,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,12,1,3.127005268
Montana Creek,Dolly Varden, 2021-08-28,9,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,13,1,3.847664799
Montana Creek,Dolly Varden, 2021-08-28,9,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,16,1,6.589384946
Montana Creek,Dolly Varden, 2021-08-28,14,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,20,839.6564825
Montana Creek,Dolly Varden, 2021-08-28,14,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,1,0.184178316
Montana Creek,Dolly Varden, 2021-08-28,14,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,8,3,3.280933405
Montana Creek,Dolly Varden, 2021-08-28,14,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,10,1,1.949709933
Montana Creek,Dolly Varden, 2021-08-28,14,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,13,4,15.3906592
Montana Creek,Dolly Varden, 2021-08-28,14,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,14,1,4.662166128
Montana Creek,Dolly Varden, 2021-08-28,14,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-08-28,18,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,3,1,0.086137284
Montana Creek,Dolly Varden, 2021-08-28,18,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,5,1,0.323594615
Montana Creek,Dolly Varden, 2021-08-28,18,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,6,3,1.556973242
Montana Creek,Dolly Varden, 2021-08-28,18,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,8,6,6.56186681
Montana Creek,Dolly Varden, 2021-08-28,18,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,10,2,3.899419867
Montana Creek,Dolly Varden, 2021-08-28,18,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,12,1,3.127005268
Montana Creek,Dolly Varden, 2021-08-28,18,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,13,3,11.5429944
Montana Creek,Dolly Varden, 2021-08-28,18,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,14,2,9.324332256
Montana Creek,Dolly Varden, 2021-08-28,18,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Dolly Varden, 2021-08-28,18,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Dolly Varden, 2021-08-28,18,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,20,2,1.391430113
Montana Creek,Dolly Varden, 2021-08-28,18,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,13,1,2.811124793
Montana Creek,Dolly Varden, 2021-08-28,18,Empididae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,1,0.917731359
Montana Creek,Dolly Varden, 2021-08-28,19,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,3,125.9484724
Montana Creek,Dolly Varden, 2021-08-28,19,Muscidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Muscidae,higher flies,4,1,0.104396396
Montana Creek,Dolly Varden, 2021-08-28,19,Empididae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,3,1,0.088541011
Montana Creek,Dolly Varden, 2021-08-28,19,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,50,1,1.370588264
Montana Creek,Dolly Varden, 2021-08-28,19,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,7,1,0.534694656
Montana Creek,Dolly Varden, 2021-08-28,19,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,3.5,1,0.131096471
Montana Creek,Dolly Varden, 2021-08-28,19,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,2.5,1,0.390867669
Montana Creek,Dolly Varden, 2021-08-28,19,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8,1,0.353147223
Montana Creek,Dolly Varden, 2021-08-28,19,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,4,1,0.181512878
Montana Creek,Dolly Varden, 2021-08-28,19,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,6,2,1.037982161
Montana Creek,Dolly Varden, 2021-08-28,19,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,8,2,2.187288937
Montana Creek,Dolly Varden, 2021-08-28,19,Calliphoridae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciomyzidae,marsh flies,10,2,3.899419867
Montana Creek,Dolly Varden, 2021-08-28,19,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Dolly Varden, 2021-08-28,19,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Dolly Varden, 2021-08-28,20,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,8,335.862593
Montana Creek,Dolly Varden, 2021-08-28,20,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,10,1,0.416551982
Montana Creek,Dolly Varden, 2021-08-28,20,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,70,2,3.516185275
Montana Creek,Dolly Varden, 2021-08-28,20,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,30,2,1.878317176
