Fish_ID_comp,Date,Fish_ID_day,Trap,Habitat,PIT_tag,Species,FL,TL,Weight,Diet,Fin Clip,Pink_Salmon_pres_abs
988,7/15/2021,11,1,Main_Side,NA,Coho,35,36,0.5,N,N,0
989,7/15/2021,12,1,Main_Side,NA,Coho,36,37,0.6,N,N,0
990,7/15/2021,13,1,Main_Side,NA,Coho,36,37,0.6,N,N,0
991,7/15/2021,14,1,Main_Side,NA,Coho,35,37,0.5,N,N,0
992,7/15/2021,15,1,Main_Side,NA,Coho,35,36,0.4,N,N,0
993,7/15/2021,16,1,Main_Side,NA,Coho,35,36,0.4,N,N,0
994,7/15/2021,17,1,Main_Side,NA,Coho,36,37,0.5,N,N,0
995,7/15/2021,18,1,Main_Side,NA,Coho,35,36,0.4,N,N,0
996,7/15/2021,19,1,Main_Side,NA,Coho,35,36,0.4,N,N,0
997,7/15/2021,20,1,Main_Side,NA,Coho,37,38,0.5,N,N,0
998,7/15/2021,21,1,Main_Side,NA,Coho,37,38,0.6,N,N,0
999,7/15/2021,22,1,Main_Side,NA,Coho,33,34,0.3,N,N,0
1000,7/15/2021,23,1,Main_Side,NA,Coho,35,36,0.5,N,N,0
1001,7/15/2021,24,1,Main_Side,NA,Coho,36,38,0.6,N,N,0
1002,7/15/2021,25,1,Main_Side,NA,Coho,35,37,0.5,N,N,0
1003,7/15/2021,26,1,Main_Side,NA,Coho,35,36,0.4,N,N,0
1004,7/15/2021,27,1,Main_Side,NA,Coho,37,39,0.6,N,N,0
1005,7/15/2021,28,1,Main_Side,NA,Coho,34,35,0.4,N,N,0
1006,7/15/2021,29,1,Main_Side,NA,Coho,35,37,0.5,N,N,0
1007,7/15/2021,30,1,Main_Side,NA,Coho,36,38,0.6,N,N,0
1008,7/15/2021,31,1,Main_Side,NA,Coho,37,40,0.7,Y,N,0
1009,7/15/2021,32,1,Main_Side,NA,Coho,36,38,0.6,N,N,0
1010,7/15/2021,33,1,Main_Side,NA,Coho,40,42,0.8,Y,N,0
1011,7/15/2021,34,1,Main_Side,NA,Coho,38,40,0.7,N,N,0
1012,7/15/2021,35,1,Main_Side,NA,Coho,39,41,0.7,N,N,0
1013,7/15/2021,36,1,Main_Side,NA,Coho,38,40,0.6,N,N,0
1014,7/15/2021,37,3,Main_Side,NA,Cutthroat/Steelhead,120,126,17.4,N,N,0
1015,7/15/2021,38,3,Main_Side,E0CCFB8,Dolly Varden,113,119,13.2,Y,N,0
1016,7/15/2021,39,3,Main_Side,NA,Cutthroat/Steelhead,129,135,19.3,N,N,0
1017,7/15/2021,40,3,Main_Side,NA,Cutthroat/Steelhead,124,130,17.9,N,N,0
1018,7/15/2021,41,3,Main_Side,NA,Dolly Varden,65,69,2.7,Y,N,0
1019,7/15/2021,42,3,Main_Side,NA,Coho,36,38,0.5,N,N,0
1020,7/15/2021,43,3,Main_Side,E0CCFAA,Coho,75,81,5,Y,N,0
1021,7/15/2021,44,2,Main_Side,NA,Coho,63,68,2.7,Y,N,0
1022,7/15/2021,45,2,Main_Side,E0CCFB1,Coho,79,86,5.6,Y,N,0
1023,7/15/2021,46,2,Main_Side,NA,Cutthroat/Steelhead,122,129,15.5,N,N,0
1024,7/15/2021,47,2,Main_Side,E0CCF76,Dolly Varden,99,105,10.6,Y,N,0
1025,7/15/2021,48,2,Main_Side,E0CCF20,Coho,89,96,7.8,Y,N,0
1026,7/15/2021,49,2,Main_Side,E0CCFAC,Dolly Varden,104,109,10.8,Y,N,0
1027,7/15/2021,50,2,Main_Side,E0CCF1B,Dolly Varden,93,98,8.2,Y,N,0
1028,7/15/2021,51,2,Main_Side,E0CCF4A,Dolly Varden,104,111,11.4,Y,N,0
1029,7/15/2021,52,2,Main_Side,E0CCF39,Dolly Varden,105,111,11.2,Y,N,0
1030,7/15/2021,53,2,Main_Side,E0CCF50,Coho,75,80,4.3,Y,N,0
1031,7/15/2021,54,2,Main_Side,NA,Dolly Varden,87,92,6.1,Y,N,0
1032,7/15/2021,55,2,Main_Side,E0CCFA5,Dolly Varden,122,130,16.3,Y,N,0
1033,7/15/2021,56,2,Main_Side,NA,Cutthroat/Steelhead,116,133,13.6,N,N,0
1034,7/15/2021,57,2,Main_Side,E0CCF73,Dolly Varden,98,104,8.8,N,N,0
1035,7/15/2021,58,2,Main_Side,E0CCF67,Coho,78,85,5.1,Y,N,0
1036,7/15/2021,59,2,Main_Side,E0CCF88,Dolly Varden,89,95,6.1,N,N,0
1037,7/15/2021,60,2,Main_Side,E0CCFBC,Dolly Varden,87,83,5.4,N,N,0
1038,7/15/2021,61,4,Main_Side,NA,Sculpin,NA,103,13.3,N,N,0
1039,7/15/2021,62,4,Main_Side,NA,Sculpin,NA,103,13.7,N,N,0
1040,7/15/2021,63,4,Main_Side,NA,Steelhead/Rainbow,173,180,54.8,N,N,0
1041,7/15/2021,64,4,Main_Side,NA,Cutthroat/Steelhead,117,124,18,N,N,0
1042,7/15/2021,65,4,Main_Side,NA,Cutthroat/Steelhead,108,113,11.6,N,N,0
1043,7/15/2021,66,4,Main_Side,E0CCF4B,Dolly Varden,92,96,7.4,N,N,0
1044,7/15/2021,67,4,Main_Side,NA,Cutthroat/Steelhead,121,127,17.4,N,N,0
1045,7/15/2021,68,4,Main_Side,NA,Cutthroat/Steelhead,112,116,13,N,N,0
1046,7/15/2021,69,4,Main_Side,E0CCF74,Dolly Varden,103,108,12.2,N,N,0
1047,7/15/2021,70,4,Main_Side,NA,Cutthroat/Steelhead,141,150,25.8,N,N,0
1048,7/15/2021,71,4,Main_Side,E0CCF8F,Coho,87,94,6.6,Y,N,0
1049,7/15/2021,72,4,Main_Side,E0CCF92,Dolly Varden,82,87,6.3,N,N,0
1050,7/20/2021,1,1,Main_Side,E0CCF60,Coho,82,88,5.7,Y,N,0
1051,7/20/2021,2,1,Main_Side,E0CCFAC,Dolly Varden,105,110,11.1,Y,N,0
1052,7/20/2021,3,1,Main_Side,E0CCF23,Coho,82,88,6,Y,N,0
1053,7/20/2021,4,1,Main_Side,NA,Coho,62,67,2.7,Y,N,0
1054,7/20/2021,5,2,Main_Side,NA,Cutthroat/Steelhead,118,124,15.7,N,N,0
1055,7/20/2021,6,2,Main_Side,NA,Cutthroat/Steelhead,102,107,10,N,N,0
1056,7/20/2021,7,2,Main_Side,NA,Cutthroat,205,213,74.2,Y,N,0
1057,7/20/2021,8,2,Main_Side,NA,Coho,73,78,4.4,Y,N,0
1058,7/20/2021,9,2,Main_Side,NA,Dolly Varden,131,138,20.6,Y,N,0
1059,7/20/2021,10,2,Main_Side,NA,Dolly Varden,96,102,7.8,Y,N,0
1060,7/20/2021,11,2,Main_Side,NA,Sculpin,NA,100,11.1,N,N,0
1061,7/20/2021,12,2,Main_Side,NA,Cutthroat/Steelhead,98,103,8.9,N,N,0
1062,7/20/2021,13,2,Main_Side,NA,Cutthroat/Steelhead,131,137,18.8,N,N,0
1063,7/20/2021,14,2,Main_Side,E0CCF82,Coho,82,87,4.8,Y,N,0
1064,7/20/2021,15,2,Main_Side,E0CCF7F,Dolly Varden,75,80,4.2,Y,N,0
1065,7/20/2021,16,2,Main_Side,NA,Cutthroat/Steelhead,132,137,19.3,N,N,0
1066,7/20/2021,17,2,Main_Side,NA,Coho,71,77,3.9,Y,N,0
1067,7/20/2021,18,2,Main_Side,E0CCFB6,Coho,86,93,7.4,Y,N,0
1068,7/20/2021,19,2,Main_Side,NA,Cutthroat/Steelhead,119,125,14,N,N,0
1069,7/20/2021,20,2,Main_Side,E0CCFA3,Coho,82,87,5.9,Y,N,0
1070,7/20/2021,21,2,Main_Side,E0CCF6C,Dolly Varden,115,122,12.2,Y,N,0
1071,7/20/2021,22,2,Main_Side,E0CCF6D,Coho,80,85,5.1,Y,N,0
1072,7/20/2021,23,2,Main_Side,E0CCF95,Dolly Varden,97,102,7.8,Y,N,0
1073,7/20/2021,24,2,Main_Side,E0CCF85,Dolly Varden,123,130,17.3,Y,N,0
1074,7/20/2021,25,2,Main_Side,E0CCF71,Dolly Varden,107,113,11.3,Y,N,0
1075,7/20/2021,26,2,Main_Side,E0CCF5E,Dolly Varden,103,109,9.9,N,N,0
1076,7/20/2021,27,4,Main_Side,NA,Coho,36,38,0.5,N,N,0
1077,7/20/2021,28,4,Main_Side,NA,Coho,36,37,0.5,N,N,0
1078,7/20/2021,29,4,Main_Side,NA,Coho,34,35,0.4,N,N,0
1079,7/20/2021,30,4,Main_Side,NA,Coho,39,41,0.6,N,N,0
1080,7/20/2021,31,4,Main_Side,NA,Coho,37,39,0.6,N,N,0
1081,7/20/2021,32,4,Main_Side,NA,Coho,35,37,0.5,N,N,0
1082,7/20/2021,33,4,Main_Side,NA,Coho,38,39,0.6,N,N,0
1083,7/20/2021,34,4,Main_Side,NA,Coho,32,33,0.3,N,N,0
1084,7/20/2021,35,4,Main_Side,NA,Coho,42,45,0.7,N,N,0
1085,7/20/2021,36,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
1086,7/20/2021,37,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
1087,7/20/2021,38,4,Main_Side,NA,Coho,40,42,0.7,N,N,0
1088,7/20/2021,39,4,Main_Side,NA,Coho,35,36,0.5,N,N,0
1089,7/20/2021,40,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
1090,7/20/2021,41,4,Main_Side,NA,Coho,36,38,0.5,N,N,0
1091,7/20/2021,42,4,Main_Side,NA,Coho,35,36,0.4,N,N,0
1092,7/20/2021,43,4,Main_Side,NA,Coho,37,39,0.6,N,N,0
1093,7/20/2021,44,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
1094,7/20/2021,45,4,Main_Side,NA,Coho,36,38,0.5,N,N,0
1095,7/20/2021,46,4,Main_Side,NA,Coho,36,38,0.6,N,N,0
1096,7/20/2021,47,4,Main_Side,NA,Coho,31,33,0.6,N,N,0
1097,7/20/2021,48,4,Main_Side,NA,Coho,41,44,0.7,N,N,0
1098,7/20/2021,49,4,Main_Side,NA,Coho,38,40,0.5,N,N,0
1099,7/20/2021,50,4,Main_Side,NA,Coho,36,38,0.5,N,N,0
1100,7/20/2021,51,4,Main_Side,NA,Coho,34,36,0.3,N,N,0
1101,7/20/2021,52,4,Main_Side,NA,Coho,35,37,0.5,N,N,0
1102,7/20/2021,53,4,Main_Side,NA,Coho,38,40,0.6,N,N,0
1103,7/20/2021,54,4,Main_Side,NA,Coho,37,39,0.5,N,N,0
1104,7/20/2021,55,4,Main_Side,NA,Coho,39,41,0.6,N,N,0
1105,7/20/2021,56,4,Main_Side,NA,Coho,35,37,0.4,N,N,0
1106,7/20/2021,57,3,Main_Side,E0CCF5B,Coho,79,86,5.5,Y,N,0
1107,7/20/2021,58,3,Main_Side,E0CCFA7,Coho,76,83,5.1,Y,N,0
1108,7/20/2021,59,3,Main_Side,E0CCFB1,Coho,81,87,5.5,N,N,0
1109,7/20/2021,60,3,Main_Side,E0CCF07,Coho,77,82,5.2,N,N,0
1110,7/20/2021,61,3,Main_Side,NA,Cutthroat/Steelhead,113,120,123.4,N,N,0
1111,7/20/2021,62,3,Main_Side,E0CCF73,Dolly Varden,100,105,9.4,Y,N,0
1112,7/20/2021,63,3,Main_Side,NA,Dolly Varden,71,76,4.7,Y,N,0
1113,7/20/2021,64,3,Main_Side,E0CCF20,Coho,90,98,8,Y,N,0
1114,7/20/2021,65,3,Main_Side,E0CCFA5,Dolly Varden,122,131,16.1,Y,N,0
1115,7/20/2021,66,3,Main_Side,E0CCF87,Dolly Varden,80,84,4.8,N,N,0
1116,7/20/2021,67,3,Main_Side,NA,Cutthroat/Steelhead,105,111,11.3,N,N,0
1117,7/20/2021,68,3,Main_Side,NA,Coho,70,75,4,N,N,0
1118,7/20/2021,69,3,Main_Side,E0CCF39,Dolly Varden,105,112,10.6,N,N,0
1119,7/20/2021,70,3,Main_Side,E0CCF2B,Dolly Varden,105,112,10.5,N,N,0
1120,7/20/2021,71,3,Main_Side,NA,Cutthroat/Steelhead,107,112,10.8,N,N,0
1121,7/20/2021,72,3,Main_Side,E0CCFBC,Dolly Varden,83,88,5.3,N,N,0
1122,7/20/2021,73,3,Main_Side,E0CCF76,Dolly Varden,100,106,11,N,N,0
1123,7/20/2021,74,3,Main_Side,NA,Cutthroat,126,134,18.7,N,N,0
1124,7/20/2021,75,3,Main_Side,E0CCF5F,Dolly Varden,125,133,17.9,N,N,0
1125,7/20/2021,76,3,Main_Side,E0CCFB8,Dolly Varden,114,120,13.2,N,N,0
1126,7/20/2021,77,3,Main_Side,E0CCF93,Dolly Varden,115,121,12.9,N,N,0
1127,7/20/2021,78,3,Main_Side,NA,Dolly Varden,95,102,8,N,N,0
1128,7/20/2021,79,3,Main_Side,E0CCF6E,Coho,75,83,5.1,N,N,0
1129,7/29/2021,1,1,Main_Side,NA,Coho,43,46,0.8,N,N,1
1130,7/29/2021,2,1,Main_Side,E0CCF0C,Coho,85,94,7.4,Y,N,1
1131,7/29/2021,3,1,Main_Side,E0CCF2E,Coho,86,95,8.3,Y,N,1
1132,7/29/2021,4,1,Main_Side,E0CCF46,Coho,86,94,7.5,Y,N,1
1133,7/29/2021,5,1,Main_Side,E0CCF1D,Coho,85,92,7.4,Y,N,1
1134,7/29/2021,6,1,Main_Side,NA,Coho,44,47,1.5,N,N,1
1135,7/29/2021,7,1,Main_Side,NA,Coho,43,47,0.9,N,N,1
1136,7/29/2021,8,1,Main_Side,NA,Coho,40,43,0.7,N,N,1
1137,7/29/2021,9,1,Main_Side,NA,Coho,41,43,0.7,N,N,1
1138,7/29/2021,10,1,Main_Side,E0CCFB9,Coho,75,82,5,Y,N,1
1139,7/29/2021,11,1,Main_Side,E0CCF96,Coho,90,98,9.5,Y,N,1
1140,7/29/2021,12,1,Main_Side,NA,Coho,40,43,0.8,N,N,1
1141,7/29/2021,13,1,Main_Side,E0CCF00,Coho,76,84,5.3,Y,N,1
1142,7/29/2021,14,1,Main_Side,NA,Coho,45,48,1.1,N,N,1
1143,7/29/2021,15,1,Main_Side,NA,Coho,42,45,0.8,N,N,1
1144,7/29/2021,16,1,Main_Side,NA,Coho,55,60,1.8,N,N,1
1145,7/29/2021,17,1,Main_Side,NA,Coho,48,52,1.2,N,N,1
1146,7/29/2021,18,1,Main_Side,NA,Dolly Varden,66,70,2.8,Y,N,1
1147,7/29/2021,19,1,Main_Side,NA,Coho,39,42,0.9,N,N,1
1148,7/29/2021,20,1,Main_Side,NA,Coho,36,39,0.5,N,N,1
1149,7/29/2021,21,1,Main_Side,NA,Coho,40,43,0.7,N,N,1
1150,7/29/2021,22,1,Main_Side,E0CCF77,Coho,77,85,5.1,Y,N,1
1151,7/29/2021,23,1,Main_Side,E0CCF7C,Coho,84,92,6.7,Y,N,1
1152,7/29/2021,24,1,Main_Side,NA,Dolly Varden,66,71,2.7,Y,N,1
1153,7/29/2021,25,1,Main_Side,E0CCF08,Coho,79,86,5.7,Y,N,1
1154,7/29/2021,26,1,Main_Side,NA,Coho,42,45,0.8,N,N,1
1155,7/29/2021,27,1,Main_Side,NA,Coho,39,41,0.5,N,N,1
1156,7/29/2021,28,1,Main_Side,E0CCF3F,Coho,81,87,5.8,Y,N,1
1157,7/29/2021,29,1,Main_Side,E0CCFB7,Coho,88,97,7.2,Y,N,1
1158,7/29/2021,30,1,Main_Side,E0CCFAB,Coho,69,74,4,N,N,1
1159,7/29/2021,31,1,Main_Side,E0CCF72,Coho,77,85,5.5,N,N,1
1160,7/29/2021,32,2,Main_Side,NA,Coho,37,39,0.9,N,N,1
1161,7/29/2021,33,2,Main_Side,NA,Coho,36,39,0.4,N,N,1
1162,7/29/2021,34,2,Main_Side,NA,Coho,38,40,0.7,N,N,1
1163,7/29/2021,35,2,Main_Side,NA,Coho,49,53,1.2,N,N,1
1164,7/29/2021,36,2,Main_Side,E0CCF9E,Coho,79,86,5.1,Y,N,1
1165,7/29/2021,37,2,Main_Side,NA,Coho,36,39,0.6,N,N,1
1166,7/29/2021,38,2,Main_Side,NA,Coho,38,41,0.7,N,N,1
1167,7/29/2021,39,2,Main_Side,NA,Coho,46,49,1,N,N,1
1168,7/29/2021,40,2,Main_Side,NA,Coho,47,52,1.1,Y,N,1
1169,7/29/2021,41,2,Main_Side,NA,Dolly Varden,61,65,2,Y,N,1
1170,7/29/2021,42,2,Main_Side,NA,Coho,45,49,1.1,N,N,1
1171,7/29/2021,43,2,Main_Side,NA,Coho,33,37,1,N,N,1
1172,7/29/2021,44,2,Main_Side,NA,Coho,69,75,3.4,Y,N,1
1173,7/29/2021,45,4,Main_Side,NA,Coho,42,44,0.9,N,N,1
1174,7/29/2021,46,4,Main_Side,NA,Coho,43,46,1.1,N,N,1
1175,7/29/2021,47,4,Main_Side,NA,Coho,39,41,0.4,N,N,1
1176,7/29/2021,48,4,Main_Side,NA,Coho,43,46,1,N,N,1
1177,7/29/2021,49,4,Main_Side,NA,Coho,38,40,0.5,N,N,1
1178,7/29/2021,50,4,Main_Side,NA,Coho,38,40,0.5,N,N,1
1179,7/29/2021,51,4,Main_Side,NA,Coho,71,76,4.1,Y,N,1
1180,7/29/2021,52,3,Main_Side,E0CCFA7,Coho,80,85,5.8,Y,N,1
1181,7/29/2021,53,3,Main_Side,E0CCFAD,Dolly Varden,78,82,5.1,Y,N,1
1182,7/29/2021,54,5,Seep,NA,Dolly Varden,36,37,0.4,N,N,1
1183,7/29/2021,55,5,Seep,NA,Coho,39,41,0.6,N,N,1
1184,7/29/2021,56,5,Seep,NA,Dolly Varden,38,39,0.5,N,N,1
1185,7/29/2021,57,5,Seep,NA,Dolly Varden,37,38,0.5,N,N,1
1186,7/29/2021,58,5,Seep,NA,Dolly Varden,35,36,0.3,N,N,1
1187,7/29/2021,59,5,Seep,NA,Dolly Varden,38,39,0.5,N,N,1
1188,7/29/2021,60,5,Seep,NA,Dolly Varden,38,39,0.4,N,N,1
1189,7/29/2021,61,5,Seep,NA,Dolly Varden,35,36,0.5,N,N,1
1190,7/29/2021,62,5,Seep,NA,Coho,50,55,1.8,Y,N,1
1191,7/29/2021,63,5,Seep,NA,Dolly Varden,38,39,0.5,N,N,1
1192,7/29/2021,64,5,Seep,NA,Dolly Varden,35,36,0.4,N,N,1
1193,7/29/2021,65,5,Seep,NA,Dolly Varden,39,48,0.5,N,N,1
1194,7/29/2021,66,5,Seep,NA,Dolly Varden,40,41,0.7,N,N,1
1195,7/29/2021,67,5,Seep,NA,Dolly Varden,36,37,0.4,N,N,1
1196,7/29/2021,68,5,Seep,NA,Dolly Varden,66,69,2.9,Y,N,1
1197,8/3/2021,1,1,Main_Side,NA,Coho,57,62,2.1,Y,N,1
1198,8/3/2021,2,1,Main_Side,NA,Coho,86,93,7.7,Y,N,1
1199,8/3/2021,3,1,Main_Side,NA,Dolly Varden,73,76,4.1,Y,N,1
1200,8/3/2021,4,2,Main_Side,NA,Coho,38,41,0.5,N,N,1
1201,8/3/2021,5,2,Main_Side,NA,Coho,49,52,1.3,Y,N,1
1202,8/3/2021,6,2,Main_Side,NA,Coho,35,37,0.5,N,N,1
1203,8/3/2021,7,2,Main_Side,NA,Coho,35,37,0.4,N,N,1
1204,8/3/2021,8,2,Main_Side,NA,Coho,38,40,0.9,N,N,1
1205,8/3/2021,9,2,Main_Side,NA,Coho,41,43,0.6,N,N,1
1206,8/3/2021,10,2,Main_Side,NA,Coho,40,45,0.9,N,N,1
1207,8/3/2021,11,2,Main_Side,NA,Coho,46,49,1.3,Y,N,1
1208,8/3/2021,12,2,Main_Side,NA,Coho,42,45,1,N,N,1
1209,8/3/2021,13,2,Main_Side,NA,Coho,47,50,1.2,Y,N,1
1210,8/3/2021,14,2,Main_Side,NA,Coho,43,46,1,N,N,1
1211,8/3/2021,15,2,Main_Side,NA,Dolly Varden,42,43,0.7,N,N,1
1212,8/3/2021,16,2,Main_Side,NA,Dolly Varden,43,44,0.9,N,N,1
1213,8/3/2021,17,2,Main_Side,NA,Coho,43,45,0.8,N,N,1
1214,8/3/2021,18,2,Main_Side,NA,Coho,43,45,0.9,N,N,1
1215,8/3/2021,19,2,Main_Side,NA,Coho,36,38,0.5,N,N,1
1216,8/3/2021,20,2,Main_Side,NA,Coho,40,43,0.8,N,N,1
1217,8/3/2021,21,2,Main_Side,NA,Coho,38,40,0.7,N,N,1
1218,8/3/2021,22,2,Main_Side,NA,Coho,38,40,0.7,N,N,1
1219,8/3/2021,23,2,Main_Side,NA,Coho,43,45,0.9,N,N,1
1220,8/3/2021,24,2,Main_Side,NA,Coho,48,51,1.3,Y,N,1
1221,8/3/2021,25,2,Main_Side,NA,Coho,40,42,0.8,N,N,1
1222,8/3/2021,26,2,Main_Side,NA,Coho,41,43,0.8,N,N,1
1223,8/3/2021,27,2,Main_Side,NA,Coho,40,42,0.8,N,N,1
1224,8/3/2021,28,2,Main_Side,NA,Coho,41,44,0.7,N,N,1
1225,8/3/2021,29,2,Main_Side,NA,Coho,51,55,1.9,Y,N,1
1226,8/3/2021,30,2,Main_Side,NA,Coho,42,45,1.1,N,N,1
1227,8/3/2021,31,2,Main_Side,NA,Coho,40,42,0.9,N,N,1
1228,8/3/2021,32,2,Main_Side,NA,Coho,41,44,0.9,N,N,1
1229,8/3/2021,33,2,Main_Side,NA,Coho,42,45,1,N,N,1
1230,8/3/2021,34,2,Main_Side,NA,Coho,40,42,0.9,N,N,1
1231,8/3/2021,35,2,Main_Side,NA,Dolly Varden,41,43,0.9,N,N,1
1232,8/3/2021,36,2,Main_Side,NA,Dolly Varden,41,42,0.6,N,N,1
1233,8/3/2021,37,2,Main_Side,NA,Coho,45,48,1.2,Y,N,1
1234,8/4/2021,1,1,Main_Side,NA,Coho,48,52,1.4,Y,N,1
1235,8/4/2021,2,1,Main_Side,NA,Coho,49,53,1.7,Y,N,1
1236,8/4/2021,3,1,Main_Side,NA,Coho,46,49,0.9,N,N,1
1237,8/4/2021,4,1,Main_Side,NA,Coho,45,48,0.9,N,N,1
1238,8/4/2021,5,1,Main_Side,E0CCF75,Dolly Varden,88,93,7.5,Y,N,1
1239,8/4/2021,6,1,Main_Side,E0CCF97,Coho,89,95,7.9,Y,N,1
1240,8/4/2021,7,2,Main_Side,NA,Cuthroat,143,152,34.4,Y,N,1
1241,8/4/2021,8,2,Main_Side,NA,Cuthroat,145,153,34.4,Y,N,1
1242,8/4/2021,9,2,Main_Side,NA,Coho,34,36,0.5,N,N,1
1243,8/4/2021,10,2,Main_Side,NA,Coho,52,55,1.8,Y,N,1
1244,8/4/2021,11,2,Main_Side,E0CCF98,Coho,86,91,7.2,Y,N,1
1245,8/4/2021,12,2,Main_Side,E0CCF99,Coho,91,99,9.5,Y,N,1
1246,8/4/2021,13,2,Main_Side,NA,Cuthroat,132,139,28.8,Y,N,1
1247,8/4/2021,14,2,Main_Side,NA,Coho,44,47,0.8,N,N,1
1248,8/4/2021,15,2,Main_Side,NA,Coho,48,50,1.2,N,N,1
1249,8/4/2021,16,2,Main_Side,NA,Coho,49,53,1.8,N,N,1
1250,8/4/2021,17,2,Main_Side,NA,Coho,41,43,0.7,N,N,1
1251,8/4/2021,18,2,Main_Side,NA,Coho,43,45,1,N,N,1
1252,8/4/2021,19,2,Main_Side,NA,Coho,49,52,1.5,Y,N,1
1253,8/4/2021,20,2,Main_Side,NA,Coho,44,47,1.1,N,N,1
1254,8/4/2021,21,2,Main_Side,NA,Coho,45,48,0.9,N,N,1
1255,8/4/2021,22,2,Main_Side,NA,Coho,46,49,0.9,N,N,1
1256,8/4/2021,23,2,Main_Side,NA,Coho,43,47,0.9,N,N,1
1257,8/4/2021,24,2,Main_Side,NA,Coho,44,47,0.9,N,N,1
1258,8/4/2021,25,2,Main_Side,NA,Coho,38,40,0.6,N,N,1
1259,8/4/2021,26,2,Main_Side,NA,Coho,47,50,1.3,N,N,1
1260,8/4/2021,27,2,Main_Side,NA,Coho,46,48,0.8,N,N,1
1261,8/4/2021,28,2,Main_Side,NA,Coho,46,50,1.2,N,N,1
1262,8/4/2021,29,2,Main_Side,NA,Coho,46,49,1.1,N,N,1
1263,8/4/2021,30,2,Main_Side,NA,Coho,45,48,1,N,N,1
1264,8/4/2021,31,2,Main_Side,NA,Coho,45,48,1.2,N,N,1
1265,8/4/2021,32,2,Main_Side,NA,Coho,NA,33,0.4,N,N,1
1266,8/4/2021,33,2,Main_Side,NA,Coho,46,49,1.1,N,N,1
1267,8/4/2021,34,2,Main_Side,NA,Coho,47,50,1.3,N,N,1
1268,8/4/2021,35,2,Main_Side,NA,Coho,40,42,0.8,N,N,1
1269,8/4/2021,36,2,Main_Side,NA,Coho,43,46,0.9,N,N,1
1270,8/4/2021,37,2,Main_Side,NA,Coho,43,47,1.2,N,N,1
1271,8/4/2021,38,2,Main_Side,NA,Coho,43,46,1,N,N,1
1272,8/4/2021,39,2,Main_Side,E0CCF46,Coho,88,95,7.7,Y,N,1
1273,8/4/2021,40,2,Main_Side,NA,Cuthroat,134,140,24.9,Y,N,1
1274,8/4/2021,41,2,Main_Side,E0CCF70,Coho,89,96,9.5,Y,N,1
1275,8/4/2021,42,2,Main_Side,NA,Cuthroat,157,166,46.3,Y,N,1
1276,8/4/2021,43,2,Main_Side,NA,Coho,47,49,1,N,N,1
1277,8/4/2021,44,2,Main_Side,NA,Coho,42,45,0.7,N,N,1
1278,8/4/2021,45,2,Main_Side,NA,Cuthroat,141,150,29.9,Y,N,1
1279,8/4/2021,46,2,Main_Side,NA,Coho,45,49,0.7,N,N,1
1280,8/4/2021,47,2,Main_Side,NA,Coho,41,44,0.9,N,N,1
1281,8/4/2021,48,2,Main_Side,NA,Coho,49,53,1.5,N,N,1
1282,8/4/2021,49,2,Main_Side,NA,Coho,48,51,1.4,N,N,1
1283,8/4/2021,50,2,Main_Side,NA,Coho,38,41,0.5,N,N,1
1284,8/4/2021,51,2,Main_Side,NA,Coho,38,40,0.5,N,N,1
1285,8/4/2021,52,2,Main_Side,NA,Coho,40,42,1,N,N,1
1286,8/4/2021,53,2,Main_Side,NA,Dolly Varden,44,45,1,N,N,1
1287,8/4/2021,54,2,Main_Side,NA,Coho,50,53,1.8,N,N,1
1288,8/4/2021,55,2,Main_Side,NA,Coho,50,53,1.4,N,N,1
1289,8/4/2021,56,2,Main_Side,NA,Coho,44,47,1,N,N,1
1290,8/4/2021,57,2,Main_Side,NA,Coho,49,53,1.6,N,N,1
1291,8/4/2021,58,2,Main_Side,NA,Coho,43,45,1.1,N,N,1
1292,8/4/2021,59,2,Main_Side,NA,Coho,38,40,0.8,N,N,1
1293,8/4/2021,60,2,Main_Side,NA,Coho,48,52,1.5,N,N,1
1294,8/4/2021,61,2,Main_Side,NA,Coho,46,49,1.1,N,N,1
1295,8/4/2021,62,2,Main_Side,NA,Coho,40,43,0.8,N,N,1
1296,8/4/2021,63,2,Main_Side,NA,Coho,40,43,1.2,N,N,1
1297,8/4/2021,64,2,Main_Side,NA,Coho,37,39,0.6,N,N,1
1298,8/4/2021,65,2,Main_Side,NA,Coho,40,43,0.9,N,N,1
1299,8/4/2021,66,2,Main_Side,NA,Dolly Varden,58,61,2.1,Y,N,1
1300,8/4/2021,67,2,Main_Side,NA,Dolly Varden,69,73,2.6,Y,N,1
1301,8/4/2021,68,3,Seep,NA,Dolly Varden,41,43,0.9,N,N,1
1302,8/4/2021,69,3,Seep,NA,Coho,40,42,0.7,N,N,1
1303,8/4/2021,70,3,Seep,NA,Dolly Varden,38,39,0.5,N,N,1
1304,8/4/2021,71,3,Seep,NA,Dolly Varden,65,68,3.2,Y,N,1
1305,8/4/2021,72,3,Seep,NA,Dolly Varden,39,40,0.7,N,N,1
1306,8/4/2021,73,3,Seep,NA,Dolly Varden,38,40,0.7,N,N,1
1307,8/4/2021,74,3,Seep,NA,Dolly Varden,37,38,0.6,N,N,1
