Waterbody,Habitat,Fish.species,Sample.code,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Length,Abundance,Biomass
Montana Creek,Mainstem,Coho,#32, 2021-09-14,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,9,1,2.583865792
Montana Creek,Mainstem,Coho,#32, 2021-09-14,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,7,1,0.875046624
Montana Creek,Mainstem,Coho,#59, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,2,1,0.037986814
Montana Creek,Mainstem,Coho,#59, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,5,1,0.477246969
Montana Creek,Mainstem,Coho,#59, 2021-09-14,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.088851081
Montana Creek,Mainstem,Coho,#59, 2021-09-14,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Mainstem/Side Channel,Coho,#63, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,2,1,0.037986814
Montana Creek,Mainstem/Side Channel,Coho,#63, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,1,0.116411781
Montana Creek,Mainstem/Side Channel,Coho,#63, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,5,1,0.477246969
Montana Creek,Mainstem/Side Channel,Coho,#63, 2021-09-14,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.285232064
Montana Creek,Mainstem/Side Channel,Coho,#63, 2021-09-14,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.206589681
Montana Creek,Mainstem/Side Channel,Coho,#63, 2021-09-14,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1,1,0.053
Montana Creek,Mainstem/Side Channel,Coho,#63, 2021-09-14,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Mainstem/Side Channel,Coho,#76, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,1,0.116411781
Montana Creek,Mainstem/Side Channel,Coho,#76, 2021-09-14,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,4,1,13.65743991
Montana Creek,Mainstem/Side Channel,Coho,#76, 2021-09-14,Stylommatophora,U,non-insect,Terrestrial,Mollusca: Gastropoda,x,x,land slugs,9,1,7.019235327
Montana Creek,Mainstem/Side Channel,Coho,#76, 2021-09-14,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,1,0.5417696
Montana Creek,Mainstem/Side Channel,Coho,#76, 2021-09-14,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,14,1,0.534323102
Montana Creek,Mainstem/Side Channel,Coho,#77, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,4,1,0.257678227
Montana Creek,Mainstem/Side Channel,Coho,#77, 2021-09-14,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,21,1,0.721292612
Montana Creek,Mainstem/Side Channel,Coho,#77, 2021-09-14,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem/Side Channel,Coho,#86, 2021-09-14,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,5,2,50.67587616
Montana Creek,Mainstem/Side Channel,Coho,#86, 2021-09-14,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,1,41.98282412
Montana Creek,Mainstem/Side Channel,Coho,#86, 2021-09-14,Stylommatophora,U,non-insect,Terrestrial,Mollusca: Gastropoda,x,x,land slugs,10,1,8.38549003
Montana Creek,Mainstem/Side Channel,Coho,#86, 2021-09-14,Calyptratae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,4,1,0.144207261
Montana Creek,Mainstem/Side Channel,Coho,#86, 2021-09-14,Calyptratae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,5,1,0.25680083
Montana Creek,Mainstem/Side Channel,Coho,#86, 2021-09-14,Calyptratae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,7,1,0.613032533
Montana Creek,Mainstem/Side Channel,Coho,#86, 2021-09-14,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,1,0.908630158
Montana Creek,Mainstem/Side Channel,Coho,#86, 2021-09-14,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,12,1,0.476719951
Montana Creek,Mainstem/Side Channel,Coho,#87, 2021-09-14,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,5,4,101.3517523
Montana Creek,Mainstem/Side Channel,Coho,#87, 2021-09-14,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,2.29521703
Montana Creek,Mainstem/Side Channel,Coho,#92, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,1,0.116411781
Montana Creek,Mainstem/Side Channel,Coho,#92, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,4,1,0.257678227
Montana Creek,Mainstem/Side Channel,Coho,#92, 2021-09-14,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,2,0.02208503
Montana Creek,Mainstem/Side Channel,Coho,#92, 2021-09-14,Calyptratae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,5,1,0.25680083
Montana Creek,Mainstem/Side Channel,Coho,#92, 2021-09-14,Calyptratae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,6,1,0.411489848
Montana Creek,Mainstem/Side Channel,Coho,#92, 2021-09-14,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.088851081
Montana Creek,Mainstem/Side Channel,Coho,#92, 2021-09-14,Stylommatophora,U,non-insect,Terrestrial,Mollusca: Gastropoda,x,x,land slugs,18,1,22.61665824
Montana Creek,Mainstem/Side Channel,Coho,#92, 2021-09-14,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,5,1,25.33793808
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Calyptratae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,6,1,0.411489848
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Calyptratae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,8,1,0.865866022
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,5,2,50.67587616
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,6,4,167.9312965
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,6,1,0.517090839
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,2,1,0.037986814
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5,2,1.817260317
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,11,1,0.446992043
Montana Creek,Mainstem/Side Channel,Coho,#93, 2021-09-14,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Mainstem,Coho,#149, 2021-09-14,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem,Coho,#149, 2021-09-14,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Mainstem,Coho,#150, 2021-09-14,Hymenoptera: Formicidae,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,Formicidae,ants,3,1,0.306119732
Montana Creek,Mainstem,Coho,#150, 2021-09-14,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Mainstem,Coho,#150, 2021-09-14,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem,Coho,#150, 2021-09-14,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,5,3,3.192524709
Montana Creek,Mainstem,Coho,#150, 2021-09-14,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,6,5,9.028355062
Montana Creek,Mainstem,Coho,#150, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,1,0.116411781
Montana Creek,Mainstem,Coho,#150, 2021-09-14,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,4,1,0.41156101
Montana Creek,Mainstem,Coho,#150, 2021-09-14,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,5,3,2.43854637
Montana Creek,Mainstem,Coho,#150, 2021-09-14,Ephemeroptera,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,x,mayflies,6,1,1.212619783
Montana Creek,Mainstem,Coho,#150, 2021-09-14,Ephemeroptera,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,x,mayflies,7,1,1.780008824
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,5,1,2.739195353
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Chloroperlidae,A,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,9,1,2.022835376
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,5,3,3.192524709
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,6,7,12.63969709
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,7,3,8.470432204
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,5,1,0.81284879
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,3,0.364416692
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,2,1,0.037986814
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,14,1,0.534323102
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Ephemeroptera,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,x,mayflies,5,1,0.770128768
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,1,0.353688957
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.206589681
Montana Creek,Mainstem,Coho,#151, 2021-09-14,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,2,0.751858532
Montana Creek,Mainstem,Coho,#1, 2021-09-21,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,41,1,1.183393718
Montana Creek,Mainstem,Coho,#1, 2021-09-21,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,3,1,0.13221494
Montana Creek,Mainstem,Coho,#1, 2021-09-21,Baetidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5,4,3.080515071
Montana Creek,Mainstem,Coho,#1, 2021-09-21,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,5,1,1.064174903
Montana Creek,Mainstem,Coho,#1, 2021-09-21,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,4,1,0.194639506
Montana Creek,Mainstem,Coho,#2, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,3,0.0072
Montana Creek,Mainstem,Coho,#2, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,2,0.061351827
Montana Creek,Mainstem,Coho,#2, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Mainstem,Coho,#2, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem,Coho,#2, 2021-09-21,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,4,1,0.557152361
Montana Creek,Mainstem,Coho,#2, 2021-09-21,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,5,1,1.064174903
Montana Creek,Mainstem/Side Channel,Coho,#6, 2021-09-21,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Mainstem/Side Channel,Coho,#6, 2021-09-21,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,9,1,0.385308565
Montana Creek,Mainstem/Side Channel,Coho,#6, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem/Side Channel,Coho,#6, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Mainstem/Side Channel,Coho,#6, 2021-09-21,Baetidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.124738201
Montana Creek,Mainstem/Side Channel,Coho,#7, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Mainstem/Side Channel,Coho,#7, 2021-09-21,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Mainstem/Side Channel,Coho,#7, 2021-09-21,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Mainstem/Side Channel,Coho,#7, 2021-09-21,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,1,0.160471841
Montana Creek,Mainstem/Side Channel,Coho,#7, 2021-09-21,Baetidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3,1,0.21585393
Montana Creek,Mainstem/Side Channel,Coho,#7, 2021-09-21,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,8,1,4.158732269
Montana Creek,Mainstem/Side Channel,Coho,#7, 2021-09-21,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,9,1,5.851985985
Montana Creek,Mainstem/Side Channel,Coho,#12, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem/Side Channel,Coho,#12, 2021-09-21,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,2,1,0.031536691
Montana Creek,Mainstem/Side Channel,Coho,#12, 2021-09-21,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,1,0.160471841
Montana Creek,Mainstem/Side Channel,Coho,#13, 2021-09-21,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Mainstem/Side Channel,Coho,#13, 2021-09-21,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Mainstem/Side Channel,Coho,#13, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,2,1,0.011042515
Montana Creek,Mainstem/Side Channel,Coho,#13, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem/Side Channel,Coho,#13, 2021-09-21,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,2,1,0.030547872
Montana Creek,Mainstem/Side Channel,Coho,#13, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,1,0.0024
Montana Creek,Mainstem/Side Channel,Coho,#13, 2021-09-21,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.206589681
Montana Creek,Mainstem/Side Channel,Coho,#13, 2021-09-21,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,12,1,6.315794505
Montana Creek,Mainstem/Side Channel,Coho,#13, 2021-09-21,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,13,1,7.908147255
Montana Creek,Mainstem/Side Channel,Coho,#13, 2021-09-21,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,8,1,0.764860535
Montana Creek,Mainstem/Side Channel,Coho,#15, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,1,0.121472231
Montana Creek,Mainstem/Side Channel,Coho,#15, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,1,0.195746645
Montana Creek,Mainstem/Side Channel,Coho,#15, 2021-09-21,Calyptratae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,3,1,0.068532339
Montana Creek,Mainstem/Side Channel,Coho,#15, 2021-09-21,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,5,1,1.064174903
Montana Creek,Seep,Coho,#16, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,4,0.0096
Montana Creek,Seep,Coho,#16, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Seep,Coho,#18, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Seep,Coho,#18, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Seep,Coho,#18, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,7,1,0.293017849
Montana Creek,Seep,Coho,#18, 2021-09-21,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,8,1,0.415584174
Montana Creek,Seep,Coho,#18, 2021-09-21,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,1,0.353688957
Montana Creek,Seep,Coho,#18, 2021-09-21,Coleoptera,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,x,beetles,2,1,0.018515414
Montana Creek,Seep,Coho,#18, 2021-09-21,Calyptratae,L,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,3,1,0.068532339
Montana Creek,Seep,Coho,#18, 2021-09-21,Psychodidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Psychodidae,moth flies,4,1,0.104396396
Montana Creek,Seep,Coho,#18, 2021-09-21,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,8,1,1.719089004
Montana Creek,Seep,Coho,#20, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,8,0.0192
Montana Creek,Seep,Coho,#20, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,24,0.736221926
Montana Creek,Seep,Coho,#20, 2021-09-21,Crassiclitellata,U,non-insect,Terrestrial,Annelida: Oligochaeta,miscellaneous non-insect,Lumbriculidae,segmented worms,11,1,0.446992043
Montana Creek,Seep,Coho,#20, 2021-09-21,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Seep,Coho,#20, 2021-09-21,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,8,1,0.415584174
Montana Creek,Seep,Coho,#20, 2021-09-21,Heptageniidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,6,1,1.212619783
Montana Creek,Seep,Coho,#20, 2021-09-21,Heptageniidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,7,1,1.780008824
Montana Creek,Seep,Coho,#20, 2021-09-21,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,6,1,1.805671012
Montana Creek,Mainstem,Coho,#29, 2021-09-21,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.031907945
Montana Creek,Mainstem,Coho,#29, 2021-09-21,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,4,1,13.65743991
Montana Creek,Mainstem,Coho,#29, 2021-09-21,Rhyacophila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,5,1,0.535896358
Montana Creek,Mainstem,Coho,#29, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem,Coho,#31, 2021-09-21,Salmonid eggs,E,Vertebrata,Marine,Vertebrata,x,x,x,5,1,25.33793808
Montana Creek,Mainstem,Coho,#31, 2021-09-21,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,9,1,5.851985985
Montana Creek,Mainstem,Coho,#31, 2021-09-21,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,2,0.232823561
Montana Creek,Mainstem,Coho,#37, 2021-09-21,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5,1,0.325065883
Montana Creek,Mainstem,Coho,#37, 2021-09-21,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,5,1,0.354430665
Montana Creek,Mainstem,Coho,#37, 2021-09-21,Chironomidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem,Coho,#37, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,1,0.030675914
Montana Creek,Mainstem,Coho,#37, 2021-09-21,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,1,0.206589681
Montana Creek,Mainstem,Coho,#37, 2021-09-21,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,1,0.491469953
Montana Creek,Mainstem,Coho,#37, 2021-09-21,Empididae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4,1,0.184178316
Montana Creek,Mainstem,Coho,#37, 2021-09-21,Tipuloidea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,7,1,0.534694656
Montana Creek,Mainstem,Coho,#37, 2021-09-21,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,4,1,0.257678227
Montana Creek,Mainstem,Coho,#37, 2021-09-21,Baetidae,A,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4,1,0.441832252
Montana Creek,Mainstem,Coho,#41, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,1,0.0024
Montana Creek,Mainstem,Coho,#41, 2021-09-21,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,2,0.061351827
Montana Creek,Mainstem,Coho,#41, 2021-09-21,Nemouridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,3,1,0.116411781
Montana Creek,Mainstem,Coho,#41, 2021-09-21,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3,1,0.222543898
Montana Creek,Mainstem,Coho,#41, 2021-09-21,Heptageniidae,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4,2,0.982939906
Montana Creek,Mainstem,Coho,#41, 2021-09-21,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,4,1,0.067742856
Montana Creek,Mainstem,Coho,#41, 2021-09-21,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,5,1,1.064174903
